29052024,dnn.ss6,UPFTL2H,UPFSLA1H,No,DISABLE,192.168.1.0/24,VPN_N6_IPCBB
29052024,dnn.ss7,UPFTL2H,UPFSLA1H,No,DISABLE,192.168.1.0/24,VPN_N6_IPCBB
29052024,dnn.test2,UPFSLA1H,UPFTL2H,No,DISABLE,192.168.0.0/23,VPN_N6_IPCBB
30052024,dnn.test,UPFTL2H,UPFPTY1H,Yes,ENABLE,192.168.1.0/24,VPN_N6_IPCBB
