Index,NF Instance ID,Data Network Name,PNFNS Index,PDU Session Type,Priority Switch,Priority,Capacity Switch,Capacity
1040,3d5a0697-2a3c-43bc-7d7e-0425592b5489,mecng.testais.raisehand  ,1010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1042,3d5a0697-2a3c-43bc-7d7e-0425592b5489,mecng.poczte.agv         ,1010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1043,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.nectec20m8m          ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
1044,3d5a0697-2a3c-43bc-7d7e-0425592b5489,mecng.stt.smtengy        ,1010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1045,3d5a0697-2a3c-43bc-7d7e-0425592b5489,mecng.pocms.azcv         ,1010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1050,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.pttgcl20m8m          ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1053,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.durbell.5g           ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1056,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.test5g               ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1058,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.baac5g               ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
1061,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.5gcorpgbr.10m        ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
1062,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.murata10m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1063,3d5a0697-2a3c-43bc-7d7e-0425592b5489,prb1.scg.cctv42m         ,1014,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1064,3d5a0697-2a3c-43bc-7d7e-0425592b5489,prb2.scg.cctv42m         ,1014,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1065,3d5a0697-2a3c-43bc-7d7e-0425592b5489,prb1.scg.plc3m           ,1014,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1066,3d5a0697-2a3c-43bc-7d7e-0425592b5489,prb2.scg.plc3m           ,1014,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1070,3d5a0697-2a3c-43bc-7d7e-0425592b5489,sbn.std20m8m             ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
1071,3d5a0697-2a3c-43bc-7d7e-0425592b5489,sbn.std30m12m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
1072,3d5a0697-2a3c-43bc-7d7e-0425592b5489,sbn.std40m16m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
1073,3d5a0697-2a3c-43bc-7d7e-0425592b5489,sbn.std50m20m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
1074,3d5a0697-2a3c-43bc-7d7e-0425592b5489,sbn.std100m40m           ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
1075,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.net.vanachai.1m      ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1076,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.asiaticagro.5m       ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1077,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.std300m300m          ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1078,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.std200m200m          ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1079,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.std500m500m          ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
1080,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.std1000m500m          ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1081,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.gbr.ktc50m20m         ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1082,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.mitsubishi.1m         ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1083,3d5a0697-2a3c-43bc-7d7e-0425592b5489,mecng.manuf.1m.gbr45      ,1010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1084,3d5a0697-2a3c-43bc-7d7e-0425592b5489,mecng.manuf.5m.gbr45      ,1010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1085,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.th.bridgestone1m      ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1086,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.vri10m                ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1087,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.interfacesyst20m      ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1088,3d5a0697-2a3c-43bc-7d7e-0425592b5489,prb.scg.plc40m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1089,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.inthanin100m40m       ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1090,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.lcit.tablet5m         ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1091,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.lcit.router5m         ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1092,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.sap.100m40m           ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1093,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.std100m40m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1094,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.thains.20m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1095,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.toa.5m                ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1096,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.net.kao.5m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1097,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.gbr50m20m.niem        ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1098,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.pttor50m20m           ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1099,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.bigmini.20m8m         ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1100,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.bigcmarket.20m8m      ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1101,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.std50m20m             ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1102,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.dodaydream.1m         ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1103,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.galactic.20m8m        ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1104,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.aisintakaoka.5m       ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
1105,3d5a0697-2a3c-43bc-7d7e-0425592b5489,gbr.gcmpta.20m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1106,3d5a0697-2a3c-43bc-7d7e-0425592b5489,awn.sap.40m16m            ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
1107,3d5a0697-2a3c-43bc-7d7e-0425592b5489,dnn.test,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC,100,INHERIT,0
1300,3d5a0697-2a3c-43bc-7d7e-0425592b5489,dummy,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC,100,INHERIT,0
2002,a5d0c813-f5a7-4510-b97a-9ee506b3a794,at.hutchisonport.5g       ,2006,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2010,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.1pttgc100m40m         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2011,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.2pttgc100m40m         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2012,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.3pttgc100m40m         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2013,a5d0c813-f5a7-4510-b97a-9ee506b3a794,pttgc.5g.poc1             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2014,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.mitsubishi20m8m       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2016,3d5a0697-2a3c-43bc-7d7e-0425592b5489,sbn.test5gtls100m40m      ,1004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2017,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.oamfixip2m2m          ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2018,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.bualuang50m20m        ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2022,3d5a0697-2a3c-43bc-7d7e-0425592b5489,preferredd40u16net.5g     ,1001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2023,3d5a0697-2a3c-43bc-7d7e-0425592b5489,preferredd30u12net.5g     ,1001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2024,3d5a0697-2a3c-43bc-7d7e-0425592b5489,preferredd20u8net.5g      ,1001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2029,3d5a0697-2a3c-43bc-7d7e-0425592b5489,preferredd40u16nonet.5g   ,1001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2030,3d5a0697-2a3c-43bc-7d7e-0425592b5489,preferredd30u12nonet.5g   ,1001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2031,3d5a0697-2a3c-43bc-7d7e-0425592b5489,preferredd20u8nonet.5g    ,1001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2033,3d5a0697-2a3c-43bc-7d7e-0425592b5489,preferredd1u1nonet.5g     ,1001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2034,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.yamaha5m5m            ,2001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2035,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.gwm100m40m            ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2036,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.kbank100m100m         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2037,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.pttgc4g5g             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2038,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.pttgc20m8m            ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2039,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.testsingtel.gaming  ,2010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2040,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.testais.raisehand   ,2010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2041,a5d0c813-f5a7-4510-b97a-9ee506b3a794,testupfsla1h.ipraneastbp  ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,INHERIT        ,0,INHERIT          ,0
2042,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.poczte.agv          ,2010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2043,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.nectec20m8m           ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2044,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.stt.smtengy         ,2010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2045,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.pocms.azcv          ,2010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2046,a5d0c813-f5a7-4510-b97a-9ee506b3a794,et.hutchisonport.5g       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2047,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.testsingtel.g2      ,2010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2048,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.sci10m.5g             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2049,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.at.hutchison.2m       ,2006,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2050,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.pttgcl20m8m           ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2051,a5d0c813-f5a7-4510-b97a-9ee506b3a794,et.hutchisonport1m.5g     ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2052,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.indorama.5g           ,2001,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2053,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.durbell.5g            ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2056,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.test5g                ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2057,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.sat50m20m             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2058,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.baac5g                ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2059,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.snc20m                ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2060,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.snc20m.l3             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2061,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.5gcorpgbr.10m         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2062,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.murata10m             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2063,a5d0c813-f5a7-4510-b97a-9ee506b3a794,prb1.scg.cctv42m          ,2014,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2064,a5d0c813-f5a7-4510-b97a-9ee506b3a794,prb2.scg.cctv42m          ,2014,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2065,a5d0c813-f5a7-4510-b97a-9ee506b3a794,prb1.scg.plc3m            ,2014,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2066,a5d0c813-f5a7-4510-b97a-9ee506b3a794,prb2.scg.plc3m            ,2014,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2067,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.midea10m.test         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2068,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.awn.384k.test       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2069,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.awn.512k.test       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2070,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.std20m8m              ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2071,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.std30m12m             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2072,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.std40m16m             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2073,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.std50m20m             ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2074,a5d0c813-f5a7-4510-b97a-9ee506b3a794,sbn.std100m40m            ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,100,INHERIT          ,0
2075,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.net.vanachai.1m       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2076,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.asiaticagro.5m        ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2077,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.std300m300m           ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC       ,200,INHERIT          ,0
2078,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.std200m200m         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2079,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.std500m500m         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2080,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.std1000m500m        ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2081,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.gbr.ktc50m20m       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2082,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.mitsubishi.1m       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2083,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.manuf.1m.gbr45    ,2010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2084,a5d0c813-f5a7-4510-b97a-9ee506b3a794,mecng.manuf.5m.gbr45    ,2010,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2085,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.th.bridgestone1m    ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2086,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.vri10m              ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2087,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.interfacesyst20m    ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2088,a5d0c813-f5a7-4510-b97a-9ee506b3a794,prb.scg.plc40m          ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2089,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.inthanin100m40m     ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2090,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.lcit.tablet5m       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
2091,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.lcit.router5m       ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
2092,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.sap.100m40m         ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
2093,a5d0c813-f5a7-4510-b97a-9ee506b3a794,awn.std100m40m          ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
2094,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.thains.20m          ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,100,INHERIT          ,0
2095,a5d0c813-f5a7-4510-b97a-9ee506b3a794,gbr.toa.5m              ,2004,IPV4&IPV6&IPV4V6&UNSTRUCTURED&ETHERNET,SPECIFIC        ,200,INHERIT          ,0
